accident_index,speed_limit,light_conditions,weather_conditions,road_surface_conditions,vehicle_type,junction_location,skidding_and_overturning,vehicle_leaving_carriageway,hit_object_off_carriageway,first_point_of_impact,sex_of_driver,age_of_oldest_driver,accident_severity
2019040874332,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,20.0,slight
2019450911767,40,darkness,other,wet or damp,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,77.0,serious
201906k157672,30,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,35.0,serious
20191363m1397,30,daylight,other,wet or damp,at least one biped,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,31.0,serious
2019010175275,30,daylight,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all females,49.0,slight
201t31d070519,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,47.0,
2019360926317,30,darkness,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,54.0,slight
2019136720300,30,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,56.0,serious
2019140894357,30,darkness,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,72.0,serious
2019370926284,30,daylight,fine,wet or damp,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,no impact,all males,55.0,serious
2019040879929,30,daylight,other,wet or damp,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,at least one vehicle hit an object,other points of impact,all males,45.0,serious
2019500877705,60,daylight,fine,dry,only cars,at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,68.0,fatal
2019400864897,60,daylight,other,wet or damp,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,other points of impact,all males,59.0,fatal
2019440449444,30,darkness,fine,wet or damp,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,22.0,serious
2019010174269,30,darkness,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,63.0,fatal
2019470858292,30,daylight,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,44.0,slight
2019030869388,70,daylight,fine,dry,other,not at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,none hit an object,at least one vehicle with frontal impact,all females,62.0,fatal
201906e364419,30,darkness,other,wet or damp,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,data missing or out of range,,serious
2019440367199,30,daylight,other,wet or damp,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,31.0,slight
2019010159401,30,darkness,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,data missing or out of range,,fatal
2019440397189,20,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,data missing or out of range,,slight
201931b187319,50,darkness,other,wet or damp,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,all females,66.0,serious
2019010159135,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,46.0,slight
201997nd00904,30,daylight,fine,dry,at least one biped,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,data missing or out of range,,serious
2019010208478,30,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,44.0,serious
2019921900300,60,daylight,fine,dry,at least one biped,at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,other points of impact,male and female,58.0,serious
2019010182154,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all females,62.0,slight
201931c250119,30,daylight,data missing or out of range,data missing or out of range,at least one van,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,no impact,all males,,slight
2019200856114,30,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,32.0,serious
2019430353999,40,darkness,fine,wet or damp,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all females,20.0,fatal
2019500841882,60,daylight,fine,dry,at least one biped,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,32.0,slight
2019010185211,20,daylight,fine,dry,at least one van,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,data missing or out of range,,slight
201931d141419,30,daylight,fine,dry,biped and van,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,36.0,fatal
